N,P,K,temperature,humidity,ph,rainfall,label
39.52,69.34,16.47,24.78,69.07,6.16,50.34,lentil
33.29,77.5,16.39,24.61,63.08,6.1,52.61,lentil
26.15,57.31,15.55,25.7,65.83,5.83,54.03,lentil
21.95,55.56,20.38,23.35,66.72,5.63,47.68,lentil
19.86,62.94,21.05,29.32,69.08,6.04,42.22,lentil
36.35,64.24,18.73,21.42,63.51,6.97,53.11,lentil
17.19,73.2,19.44,29.91,68.04,5.93,52.09,lentil
39.26,65.6,23.96,19.67,65.87,5.63,43.12,lentil
26.87,76.69,24.87,18.79,69.6,6.63,41.33,lentil
25.24,77.86,19.15,24.67,67.1,6.63,42.05,lentil
19.65,64.54,20.54,18.51,68.26,6.75,44.56,lentil
28.98,66.59,15.27,18.03,62.63,6.93,52.51,lentil
26.81,71.35,23.93,23.01,64.92,6.53,43.67,lentil
17.98,61.93,24.94,18.8,67.46,6.37,48.48,lentil
36.71,70.7,19.76,26.33,61.2,6.27,48.63,lentil
36.13,59.07,15.59,21.84,68.78,5.7,42.45,lentil
21.82,65.49,24.12,22.27,62.9,6.29,54.04,lentil
27.85,74.16,16.83,19.13,67.53,6.32,53.09,lentil
35.67,72.12,18.01,26.23,66.88,5.64,48.7,lentil
35.58,55.32,20.18,22.48,64.85,6.01,53.66,lentil
17.56,58.86,17.21,20.26,68.97,6.42,52.47,lentil
28.14,68.3,20.51,27.08,61.14,6.19,41.15,lentil
35.47,78.09,19.8,21.74,63.63,6.73,53.35,lentil
29.94,74.09,18.42,26.52,60.29,6.72,43.34,lentil
36.42,58.56,17.27,19.5,61.3,5.62,50.36,lentil
34.6,56.94,22.75,27.09,60.43,5.66,51.9,lentil
27.84,56.48,16.19,21.04,60.66,6.5,51.32,lentil
34.56,78.0,17.05,28.81,61.85,6.03,41.36,lentil
36.15,78.55,24.49,22.17,61.61,6.25,50.93,lentil
21.05,69.26,15.99,24.94,60.14,5.83,42.87,lentil
22.05,77.54,20.37,29.68,60.99,5.82,47.56,lentil
32.69,64.16,20.89,23.28,69.58,5.77,45.32,lentil
24.49,60.36,17.28,19.35,69.85,5.69,41.65,lentil
18.4,74.06,22.05,24.69,60.41,5.99,41.74,lentil
22.09,70.01,18.12,29.71,64.44,6.33,44.36,lentil
36.38,59.72,15.7,28.09,64.76,6.52,42.69,lentil
39.97,67.29,16.05,23.26,66.59,5.63,42.15,lentil
25.02,69.76,16.02,29.1,69.78,5.6,54.63,lentil
23.47,69.87,24.91,19.47,68.38,6.59,44.18,lentil
32.84,69.55,17.73,27.47,66.44,6.1,47.14,lentil
30.08,65.11,19.85,21.35,67.68,5.66,43.76,lentil
27.43,70.71,16.35,19.2,60.53,5.6,50.17,lentil
39.3,64.57,21.79,19.83,66.22,5.64,41.15,lentil
33.79,74.19,22.93,20.42,66.62,6.24,43.92,lentil
23.59,76.49,20.47,29.43,60.32,6.15,53.72,lentil
24.59,62.86,18.76,23.52,60.33,6.33,52.91,lentil
22.58,72.65,19.91,19.61,67.16,6.23,41.64,lentil
31.88,71.5,21.85,24.87,64.76,6.78,47.6,lentil
24.78,67.37,24.71,25.4,63.53,6.97,44.81,lentil
15.7,56.13,23.37,22.19,67.42,5.54,53.37,lentil
23.53,57.43,18.45,22.29,63.51,6.49,43.71,lentil
31.2,69.81,24.1,18.79,63.05,6.01,40.3,lentil
23.15,66.52,23.63,24.82,69.01,5.9,50.44,lentil
29.7,79.64,18.78,22.68,65.73,6.71,41.5,lentil
31.88,63.4,20.03,27.18,63.4,6.42,45.45,lentil
25.9,67.42,23.47,27.45,68.4,6.3,44.31,lentil
16.19,79.91,19.02,20.71,67.43,5.64,52.66,lentil
17.37,63.42,15.67,27.61,64.75,5.81,51.93,lentil
31.29,62.55,23.04,23.19,65.4,5.8,46.03,lentil
30.62,19.06,42.63,19.26,85.19,6.7,108.63,pomegranate
29.42,14.26,44.62,23.2,89.67,7.09,105.33,pomegranate
30.36,25.38,39.34,21.96,91.27,6.39,103.64,pomegranate
18.69,13.01,41.85,20.1,89.35,6.04,108.3,pomegranate
16.61,14.07,39.12,23.77,91.46,5.94,106.01,pomegranate
25.15,12.27,36.92,19.72,93.27,6.29,105.6,pomegranate
25.9,22.94,35.37,19.12,86.36,5.94,108.04,pomegranate
31.47,13.52,43.53,24.75,89.86,5.53,108.6,pomegranate
17.1,22.03,43.67,24.3,89.07,6.12,106.57,pomegranate
17.26,28.86,42.24,18.98,86.12,6.75,109.33,pomegranate
28.05,26.58,44.5,24.52,87.52,7.0,102.38,pomegranate
18.06,26.13,38.29,22.09,88.9,6.77,102.36,pomegranate
25.57,12.89,36.75,24.79,89.39,5.93,105.89,pomegranate
27.26,17.49,44.49,20.22,89.24,6.66,109.63,pomegranate
36.99,28.74,38.63,23.01,93.21,5.54,109.67,pomegranate
30.15,26.83,41.62,24.59,91.91,6.84,102.4,pomegranate
28.82,16.19,44.58,20.54,93.12,5.71,108.67,pomegranate
36.44,17.77,44.1,20.75,94.78,5.93,100.9,pomegranate
35.57,14.71,37.1,24.23,94.16,6.57,108.79,pomegranate
34.17,18.13,35.34,24.07,93.23,7.1,104.71,pomegranate
25.32,26.82,42.17,24.14,93.2,6.9,106.98,pomegranate
27.66,17.04,41.02,23.69,92.38,6.27,100.27,pomegranate
16.3,22.83,41.3,23.54,86.36,6.18,106.28,pomegranate
22.84,11.64,36.58,21.61,94.7,6.91,107.63,pomegranate
36.17,23.72,42.93,20.24,89.78,6.75,102.61,pomegranate
32.19,26.54,43.0,19.39,89.14,5.81,108.76,pomegranate
38.62,27.69,37.24,24.64,94.23,6.6,106.27,pomegranate
37.67,29.48,36.98,22.91,86.69,6.18,104.29,pomegranate
21.5,11.78,38.68,24.63,86.17,6.72,104.35,pomegranate
38.0,19.07,41.74,18.83,92.14,5.82,108.62,pomegranate
34.55,15.76,39.94,18.91,93.56,6.52,109.95,pomegranate
22.07,23.54,39.18,20.86,86.46,5.99,102.62,pomegranate
30.44,28.15,38.7,22.79,89.58,5.52,101.33,pomegranate
23.08,23.86,41.87,22.99,92.08,6.75,102.56,pomegranate
17.38,11.18,38.33,19.64,94.08,7.19,109.39,pomegranate
39.18,21.96,42.48,18.32,87.54,6.55,103.03,pomegranate
24.87,17.42,44.68,21.92,90.8,5.94,105.04,pomegranate
38.26,27.56,36.32,20.22,90.3,5.74,101.17,pomegranate
16.1,12.56,43.72,23.84,92.48,7.07,102.83,pomegranate
36.92,22.26,42.62,19.85,88.13,7.02,103.16,pomegranate
39.86,25.27,36.51,23.97,91.57,6.86,100.53,pomegranate
18.72,14.6,35.36,19.82,92.06,6.24,109.95,pomegranate
38.18,10.82,38.57,22.96,89.85,6.34,108.46,pomegranate
36.67,12.47,35.94,24.08,86.81,5.79,105.09,pomegranate
21.82,27.82,40.86,22.08,94.72,6.39,105.71,pomegranate
25.41,11.54,42.68,22.74,93.87,5.54,106.81,pomegranate
32.02,17.88,40.9,24.66,93.37,5.76,100.81,pomegranate
35.77,23.19,39.54,24.69,90.94,5.51,109.7,pomegranate
31.4,29.02,38.25,23.12,92.34,7.13,105.69,pomegranate
20.28,10.97,41.44,20.26,85.56,5.62,109.52,pomegranate
24.53,17.98,36.78,24.76,93.66,5.65,108.52,pomegranate
19.07,25.59,37.85,23.27,91.54,5.71,104.91,pomegranate
25.81,26.13,38.1,22.79,86.31,6.63,108.32,pomegranate
27.82,19.79,43.85,21.34,90.63,6.22,107.56,pomegranate
35.27,22.28,39.34,20.98,85.4,6.08,104.64,pomegranate
20.61,23.72,36.55,21.47,91.3,6.39,102.91,pomegranate
25.93,28.14,39.78,19.04,86.28,7.03,108.42,pomegranate
28.08,15.91,35.48,18.54,85.45,5.68,104.25,pomegranate
17.36,23.22,40.68,19.77,87.55,5.64,105.03,pomegranate
17.85,23.23,36.8,19.28,88.93,5.64,108.77,pomegranate
22.44,21.74,39.55,22.69,91.24,5.95,109.67,pomegranate
36.78,13.74,36.85,23.23,91.04,6.98,101.06,pomegranate
28.36,10.12,36.17,19.2,89.77,6.68,108.69,pomegranate
39.15,22.04,39.87,22.33,94.74,6.11,106.74,pomegranate
32.26,17.9,38.03,18.88,85.14,5.69,100.16,pomegranate
39.26,27.18,37.09,22.54,91.5,6.24,106.26,pomegranate
34.75,13.82,38.01,21.24,89.74,5.54,101.66,pomegranate
18.81,24.05,44.64,21.3,93.6,6.49,102.01,pomegranate
29.24,26.68,35.51,18.06,91.3,6.71,109.79,pomegranate
36.22,24.74,40.96,21.88,87.91,6.33,104.86,pomegranate
29.78,22.23,41.79,23.72,89.88,6.71,105.28,pomegranate
25.55,16.32,35.64,24.25,89.17,6.3,104.95,pomegranate
38.47,16.94,41.98,18.15,87.88,5.83,103.44,pomegranate
20.8,14.39,44.09,20.37,91.02,6.93,106.57,pomegranate
18.28,15.87,42.11,24.72,93.33,6.64,107.35,pomegranate
34.9,26.0,43.45,22.35,87.82,6.77,106.67,pomegranate
18.23,13.99,41.06,18.71,89.16,7.19,103.04,pomegranate
20.24,10.94,35.18,24.17,88.57,5.77,108.28,pomegranate
37.36,10.64,35.64,21.01,91.18,5.71,102.24,pomegranate
21.45,16.81,38.55,18.33,93.78,5.95,101.51,pomegranate
32.25,20.31,41.69,22.94,94.27,6.24,104.57,pomegranate
36.04,12.22,36.06,22.27,92.82,7.11,108.24,pomegranate
16.05,12.11,41.3,24.1,94.11,5.77,102.92,pomegranate
26.04,20.12,42.33,18.7,91.47,6.07,101.38,pomegranate
36.21,18.78,39.16,23.38,87.45,6.88,103.41,pomegranate
27.63,11.7,38.72,23.28,88.61,6.63,101.52,pomegranate
33.84,18.43,37.28,23.61,89.13,6.2,104.59,pomegranate
36.31,25.89,38.62,18.21,86.46,5.52,108.06,pomegranate
38.59,11.7,38.15,24.87,86.64,5.6,107.59,pomegranate
31.5,22.83,44.03,18.4,91.32,6.71,106.6,pomegranate
27.99,15.91,39.02,22.77,90.54,6.02,107.43,pomegranate
37.73,10.16,37.8,21.69,94.2,6.69,104.46,pomegranate
20.13,20.89,42.88,22.56,91.97,7.01,107.82,pomegranate
25.11,13.95,38.02,18.26,88.34,6.73,107.4,pomegranate
18.15,29.84,37.84,18.65,90.52,6.39,107.57,pomegranate
19.0,10.56,42.97,22.15,87.41,6.82,107.27,pomegranate
39.67,12.21,35.6,20.61,91.27,6.1,100.48,pomegranate
31.27,12.49,37.98,23.16,89.53,7.17,108.05,pomegranate
39.73,21.31,43.94,22.39,90.33,6.51,103.5,pomegranate
22.11,25.7,42.15,22.71,92.14,6.38,102.48,pomegranate
93.11,84.56,53.23,26.81,75.98,6.21,114.85,banana
83.28,71.55,53.89,27.38,79.46,5.87,105.79,banana
103.53,82.97,48.95,26.32,79.99,5.92,103.2,banana
117.24,82.24,54.73,29.12,76.44,5.63,111.33,banana
85.18,87.61,53.63,25.59,77.13,5.97,112.39,banana
117.76,79.23,54.52,28.01,79.09,5.62,107.15,banana
81.61,73.83,48.71,29.96,78.03,5.99,113.74,banana
85.69,84.74,45.49,29.47,83.89,5.72,114.57,banana
99.55,73.06,48.49,29.35,79.18,6.07,106.97,banana
116.01,89.53,49.75,28.6,81.06,6.26,105.14,banana
98.44,81.25,49.49,29.33,78.25,6.3,109.94,banana
96.39,75.82,48.95,27.7,84.58,6.39,112.08,banana
105.84,91.65,52.07,27.86,82.96,6.21,106.83,banana
84.95,83.98,46.92,28.09,80.77,5.55,107.11,banana
87.58,81.9,53.97,25.6,84.36,5.68,90.57,banana
111.47,76.13,52.06,29.44,79.44,6.31,108.21,banana
96.07,71.12,53.62,25.12,79.37,5.91,115.79,banana
92.7,76.43,46.15,25.5,76.68,5.64,97.67,banana
83.59,77.67,49.07,25.85,81.14,5.83,90.82,banana
82.34,79.75,48.2,27.06,78.24,5.88,114.83,banana
84.84,75.06,52.52,27.93,79.93,6.25,101.55,banana
84.6,71.52,49.65,27.04,79.84,5.91,97.01,banana
115.45,76.73,54.63,28.38,77.46,6.05,113.56,banana
92.18,80.17,45.84,28.18,77.03,6.47,101.2,banana
119.41,89.55,50.38,27.12,84.11,5.95,90.03,banana
98.59,90.73,47.89,29.86,75.01,6.43,104.47,banana
103.91,90.99,48.8,26.76,81.32,6.09,105.31,banana
81.82,88.48,50.63,26.5,78.95,5.62,94.19,banana
102.26,76.99,49.32,28.05,84.57,5.82,110.46,banana
93.71,76.53,52.53,27.26,77.46,6.48,100.25,banana
98.39,84.99,45.16,28.46,81.46,5.5,104.3,banana
116.06,86.82,49.13,29.48,82.03,6.26,106.14,banana
111.49,86.23,45.78,25.15,83.32,6.17,110.17,banana
94.12,90.32,53.27,26.79,76.77,6.27,110.91,banana
80.34,81.57,54.36,27.22,77.22,5.52,98.43,banana
116.86,78.95,45.9,28.07,78.03,6.22,97.03,banana
99.75,79.07,47.81,29.52,82.07,5.71,95.88,banana
112.84,79.9,53.7,27.85,79.94,6.05,109.8,banana
102.63,87.06,50.65,25.33,76.28,5.57,97.79,banana
102.8,75.7,50.23,28.91,76.92,6.18,119.76,banana
107.72,83.32,47.53,27.8,79.54,6.44,109.23,banana
117.72,71.3,54.39,27.16,84.95,5.77,110.41,banana
98.66,79.04,52.59,29.42,77.25,5.78,102.6,banana
97.95,70.13,46.95,25.41,80.72,5.53,112.12,banana
119.12,80.6,45.74,26.25,76.64,5.81,108.78,banana
83.87,82.0,53.08,27.96,81.26,5.83,97.51,banana
84.31,75.96,48.41,25.27,78.34,6.29,118.31,banana
111.03,85.49,52.64,28.13,80.79,5.59,91.82,banana
81.33,77.83,53.48,25.33,76.28,6.42,103.26,banana
92.06,85.65,45.66,28.39,80.59,5.79,101.44,banana
83.83,88.8,47.33,28.0,81.6,5.51,101.52,banana
111.81,92.0,51.19,26.7,84.38,6.28,103.62,banana
93.13,74.81,46.03,27.98,75.68,6.29,95.81,banana
102.93,85.93,47.56,27.11,82.25,5.94,97.29,banana
111.88,71.51,48.12,27.18,84.6,6.25,99.34,banana
115.41,89.39,46.47,26.54,78.43,5.87,90.24,banana
103.46,86.96,45.57,27.54,83.35,6.36,102.66,banana
87.82,75.01,54.09,28.93,78.42,6.17,110.84,banana
119.28,84.99,48.31,27.89,84.63,6.12,102.56,banana
86.49,81.36,52.89,25.21,77.19,5.5,96.69,banana
89.21,85.6,47.39,28.67,84.53,5.83,112.2,banana
88.21,74.61,54.9,26.81,75.74,5.53,93.46,banana
91.62,74.86,50.86,28.83,75.44,5.53,95.93,banana
86.97,92.13,52.19,26.7,80.55,5.68,90.64,banana
113.72,92.77,45.21,28.39,78.79,6.29,93.33,banana
117.44,77.63,47.4,29.05,81.61,6.44,119.31,banana
119.91,92.04,53.78,25.33,76.44,6.42,113.85,banana
87.67,79.45,48.74,28.0,84.77,5.74,91.39,banana
104.64,74.73,50.35,28.95,78.28,5.55,113.87,banana
114.91,91.29,54.68,29.43,77.09,5.58,104.12,banana
106.54,71.62,50.09,28.76,81.45,6.01,104.96,banana
98.57,78.05,48.74,28.47,82.16,5.99,98.05,banana
96.04,93.03,50.84,25.18,77.2,5.7,115.9,banana
95.84,77.65,53.89,27.86,84.35,5.87,106.52,banana
85.37,72.1,49.45,26.76,80.84,5.97,108.63,banana
97.04,81.69,49.09,29.02,78.17,5.88,95.39,banana
89.35,86.13,48.59,25.41,83.43,6.01,109.31,banana
111.43,93.17,45.98,25.36,75.38,5.7,95.9,banana
93.17,77.57,53.16,28.42,77.74,6.21,119.94,banana
119.94,88.81,52.4,29.56,75.09,5.8,114.67,banana
111.33,80.1,49.06,27.9,81.55,5.97,105.38,banana
110.45,73.73,48.98,26.13,82.49,5.97,105.47,banana
111.44,88.94,52.23,27.31,82.92,5.81,95.64,banana
110.81,87.45,47.1,27.25,80.58,5.87,107.33,banana
85.13,93.58,45.1,29.05,83.34,5.84,102.57,banana
107.43,80.08,52.79,27.69,78.26,5.52,113.56,banana
116.89,73.84,54.53,26.65,81.3,6.1,108.24,banana
114.68,94.5,47.04,26.95,80.34,5.69,93.26,banana
102.78,81.29,53.95,25.47,76.04,6.05,90.96,banana
107.56,82.22,46.87,25.35,84.63,5.78,96.99,banana
106.38,71.75,45.57,27.59,76.72,6.36,102.33,banana
86.28,72.77,50.36,27.39,75.69,6.46,115.97,banana
85.2,75.14,49.32,28.55,79.75,6.1,118.17,banana
103.5,82.56,51.85,26.38,75.07,5.64,91.92,banana
95.97,90.19,50.26,29.55,83.79,5.96,107.28,banana
109.49,77.2,53.81,27.28,82.0,6.21,98.92,banana
104.52,90.25,46.75,26.25,84.0,6.23,103.73,banana
116.43,74.59,50.69,26.97,84.46,5.74,116.12,banana
90.95,85.7,47.92,29.58,81.98,6.22,96.52,banana
99.74,94.81,50.53,29.98,75.77,5.61,113.0,banana
23.15,26.27,27.53,31.55,49.62,4.68,93.89,mango
33.74,24.53,32.46,34.7,48.97,4.53,82.29,mango
37.93,23.18,32.49,31.36,45.68,5.87,84.85,mango
38.75,18.51,33.2,34.57,46.71,4.55,82.01,mango
22.35,28.37,28.91,27.7,52.64,6.19,83.07,mango
23.95,20.42,25.34,33.08,47.16,6.24,96.73,mango
35.29,31.03,32.16,35.07,48.91,5.27,81.05,mango
15.12,34.31,32.67,35.36,48.75,5.1,81.83,mango
25.54,39.73,28.37,28.73,51.69,5.05,97.65,mango
34.92,35.76,26.68,28.5,49.16,4.77,86.54,mango
29.05,19.74,27.07,31.88,54.39,4.8,84.28,mango
23.91,19.34,29.02,29.85,48.89,5.65,81.32,mango
35.38,31.25,28.69,27.61,47.19,5.25,91.98,mango
39.58,17.55,30.36,35.91,53.5,4.93,99.18,mango
30.0,39.54,31.96,33.1,54.72,6.23,86.64,mango
30.88,37.1,28.18,34.66,49.82,5.34,92.17,mango
29.63,24.56,31.41,29.09,50.87,6.97,84.65,mango
30.41,37.42,28.09,33.64,52.57,6.05,81.2,mango
24.36,22.42,26.52,28.84,45.38,6.81,91.96,mango
38.65,33.48,28.29,29.5,51.44,6.4,90.42,mango
39.44,31.2,27.88,27.21,53.47,5.33,84.84,mango
28.48,37.67,31.65,29.24,51.87,6.3,92.16,mango
24.54,23.04,29.42,27.05,53.7,4.67,83.85,mango
30.86,18.54,27.04,27.83,50.93,6.58,98.64,mango
20.91,16.95,32.25,29.8,52.22,5.11,83.53,mango
21.22,22.13,29.48,32.72,47.72,6.45,81.6,mango
39.31,24.96,26.68,30.97,50.05,6.34,95.21,mango
35.49,34.84,25.2,30.43,53.54,6.4,98.43,mango
29.88,18.82,32.27,29.32,49.64,5.63,87.5,mango
30.15,16.8,26.37,31.22,46.55,4.97,80.26,mango
27.52,33.13,29.91,35.33,54.4,6.93,87.46,mango
27.24,31.03,30.88,30.68,45.39,6.8,87.7,mango
29.14,19.86,29.36,29.3,54.13,6.31,90.19,mango
27.22,32.21,31.96,32.86,54.27,6.34,84.85,mango
15.86,35.33,31.31,33.09,51.97,6.11,85.23,mango
26.39,32.03,27.54,32.42,54.52,6.6,80.25,mango
34.27,31.11,34.17,30.58,50.86,6.75,90.37,mango
19.72,25.57,33.3,29.28,48.02,6.92,93.17,mango
24.57,22.7,29.12,34.89,52.28,4.72,92.72,mango
34.42,23.61,26.43,33.74,54.3,5.49,86.16,mango
39.68,35.41,25.02,27.63,51.96,5.81,93.09,mango
33.33,19.27,28.75,33.34,46.98,4.95,98.97,mango
26.27,35.36,26.86,27.53,46.83,6.4,85.19,mango
37.56,25.22,31.27,32.62,53.68,4.92,85.86,mango
24.44,21.92,28.42,32.27,49.78,6.18,82.02,mango
16.53,33.79,25.07,32.24,54.88,4.74,90.45,mango
15.18,30.07,34.87,33.85,54.32,5.68,86.74,mango
25.74,24.27,33.9,36.0,53.17,6.85,93.3,mango
24.46,16.43,28.56,29.97,46.0,5.64,93.97,mango
33.13,37.2,26.39,32.42,53.69,5.2,93.99,mango
35.38,24.21,31.18,32.93,49.75,5.53,83.76,mango
39.65,38.94,33.13,27.15,48.6,4.61,96.15,mango
23.14,26.11,31.07,30.6,51.13,4.7,88.56,mango
38.29,38.27,34.87,34.71,54.05,6.34,85.88,mango
19.88,18.58,30.2,32.15,53.57,5.76,82.56,mango
34.92,22.53,31.73,31.94,53.75,4.92,88.93,mango
17.89,31.57,27.41,28.9,52.53,6.15,81.79,mango
25.87,32.89,26.6,35.36,54.03,6.42,84.41,mango
21.44,26.91,33.98,28.11,46.36,5.84,94.51,mango
17.26,32.29,33.72,35.39,52.66,6.0,92.88,mango
24.43,32.94,32.36,30.43,51.42,5.9,97.12,mango
35.21,20.59,26.16,27.79,45.89,6.35,98.74,mango
33.62,17.9,28.68,34.68,54.54,5.94,80.03,mango
16.55,28.39,33.47,35.82,48.2,5.41,93.59,mango
34.91,27.99,31.02,29.0,48.95,5.85,89.21,mango
18.62,38.57,33.37,31.5,49.56,6.0,82.92,mango
31.63,35.03,32.03,32.39,48.09,6.98,82.47,mango
39.92,32.66,29.78,34.46,49.95,6.26,87.53,mango
39.53,23.33,33.28,28.9,52.33,6.53,94.01,mango
16.31,36.64,26.79,31.39,48.92,6.96,93.19,mango
36.21,39.78,30.48,30.04,51.78,6.98,95.15,mango
24.78,28.2,27.83,33.27,46.95,6.64,87.88,mango
18.27,33.81,30.8,34.25,53.5,6.27,89.15,mango
19.09,18.44,31.96,29.62,46.45,5.05,94.97,mango
33.38,15.23,32.26,32.18,51.78,6.97,82.95,mango
38.76,25.68,33.42,35.33,45.96,6.94,83.59,mango
16.31,39.51,31.5,32.34,54.7,6.07,88.08,mango
15.85,21.02,29.89,33.19,54.55,6.13,87.51,mango
32.29,34.88,31.59,34.0,53.65,6.13,85.5,mango
31.33,24.18,26.2,27.74,49.89,6.17,90.19,mango
15.58,29.32,30.73,29.46,52.45,6.49,83.62,mango
27.1,31.11,29.34,32.14,45.99,4.66,98.18,mango
34.88,19.62,33.13,27.18,50.56,5.84,96.24,mango
27.21,27.97,30.85,33.42,52.9,4.81,95.06,mango
39.14,37.44,26.81,32.39,46.8,5.89,96.01,mango
18.08,18.22,27.06,28.45,50.62,6.63,80.7,mango
39.5,27.65,28.64,31.9,49.23,6.86,80.0,mango
22.51,38.66,30.19,34.05,51.59,5.61,91.54,mango
32.38,28.07,34.86,30.17,50.38,5.02,81.98,mango
35.49,20.93,26.88,29.7,53.33,6.89,92.04,mango
20.4,23.98,26.28,32.6,45.74,5.14,87.64,mango
37.59,25.0,25.83,29.29,49.25,6.24,90.72,mango
16.76,33.32,34.95,33.27,46.93,5.43,93.15,mango
35.51,30.12,29.2,28.38,54.92,5.58,80.52,mango
30.09,16.94,26.25,27.99,50.48,4.66,92.8,mango
24.07,23.34,27.73,34.82,47.26,4.52,87.54,mango
39.22,24.47,26.05,35.33,46.76,6.32,86.13,mango
35.53,27.24,30.29,33.3,53.65,5.88,92.15,mango
37.41,19.27,34.47,30.51,48.45,6.35,99.36,mango
28.29,29.87,33.5,31.29,46.28,4.52,90.27,mango
18.89,123.16,198.79,33.0,80.26,6.23,74.62,grapes
32.69,126.23,201.09,32.03,80.92,6.49,71.98,grapes
27.56,126.9,199.28,40.02,84.41,6.31,64.58,grapes
36.45,143.69,199.07,18.63,80.45,5.58,70.95,grapes
38.62,124.13,195.57,33.28,82.77,5.99,73.12,grapes
39.05,130.6,200.09,32.85,82.4,6.02,74.97,grapes
37.2,137.45,199.05,28.95,84.55,6.25,70.71,grapes
32.56,138.74,197.44,33.13,84.75,6.32,73.2,grapes
28.2,135.23,201.07,40.8,83.37,6.38,67.85,grapes
20.63,121.88,203.39,25.47,84.76,5.92,65.69,grapes
24.33,122.83,204.14,16.49,82.7,6.27,61.77,grapes
22.48,127.34,197.13,33.09,82.84,5.72,64.57,grapes
38.33,136.07,203.26,9.2,82.32,6.12,67.32,grapes
23.89,135.39,198.29,20.03,80.03,6.39,62.79,grapes
23.86,122.53,199.92,10.88,82.57,5.65,61.86,grapes
27.19,123.89,201.57,15.69,81.98,5.8,66.43,grapes
19.55,140.29,196.09,22.91,84.2,5.66,65.31,grapes
25.85,128.98,203.71,14.75,80.95,5.54,65.92,grapes
33.6,142.52,196.6,14.77,82.4,6.17,63.99,grapes
25.53,133.75,203.0,32.29,81.62,6.26,73.23,grapes
27.55,143.09,203.43,21.22,80.55,5.61,60.32,grapes
18.89,132.5,202.67,16.04,83.39,5.84,74.65,grapes
33.44,130.86,197.89,24.52,83.8,5.75,62.29,grapes
27.78,126.24,202.67,37.38,84.97,5.75,72.31,grapes
19.96,137.66,203.1,31.84,82.51,5.68,74.89,grapes
29.78,135.86,197.29,12.5,80.19,6.49,73.94,grapes
25.66,135.41,195.91,9.73,82.04,5.81,69.5,grapes
20.79,128.4,199.79,25.34,83.22,5.8,64.04,grapes
22.01,128.78,199.18,18.87,80.24,5.54,60.78,grapes
33.62,125.3,199.72,38.89,80.5,5.68,74.22,grapes
24.09,127.61,195.97,8.46,82.76,6.36,64.97,grapes
33.53,129.03,202.79,25.98,81.86,6.15,63.15,grapes
24.6,142.18,196.3,33.25,80.6,6.09,73.68,grapes
31.36,124.76,202.05,39.47,80.37,6.05,65.14,grapes
33.13,144.74,197.02,32.51,80.22,5.69,68.26,grapes
21.31,141.93,203.53,38.83,84.88,6.39,66.73,grapes
32.93,142.77,195.68,22.25,84.66,6.0,60.33,grapes
29.98,137.42,196.29,9.55,82.83,6.29,70.41,grapes
33.52,129.94,201.85,37.59,84.86,5.67,71.26,grapes
24.6,139.48,199.01,17.23,80.92,5.66,63.27,grapes
32.42,141.98,202.91,23.48,83.54,6.03,64.55,grapes
20.51,137.71,200.52,13.82,80.23,5.74,60.59,grapes
18.7,142.09,204.27,17.19,83.95,6.14,63.74,grapes
35.59,133.36,195.01,19.81,83.03,5.87,61.25,grapes
32.64,133.73,202.22,21.88,83.06,5.82,60.86,grapes
35.4,140.6,197.19,40.82,80.88,6.47,68.06,grapes
39.47,139.45,202.81,11.62,83.73,5.88,69.81,grapes
36.75,135.86,200.51,35.77,81.1,5.77,68.72,grapes
35.19,138.82,196.56,15.88,83.63,5.87,73.53,grapes
17.34,124.54,196.85,37.32,80.94,5.99,70.94,grapes
31.19,120.53,196.63,14.04,81.97,6.11,61.04,grapes
16.8,126.13,204.09,40.99,80.5,6.03,70.9,grapes
35.2,135.08,198.78,8.7,84.13,6.26,69.67,grapes
16.09,126.21,195.84,12.85,83.14,5.51,74.5,grapes
38.94,122.66,202.36,19.51,83.54,5.7,67.21,grapes
29.07,131.11,196.63,19.28,80.77,5.56,70.38,grapes
30.69,123.08,203.25,11.5,81.48,6.01,72.55,grapes
18.55,142.8,195.24,22.52,80.74,6.16,63.39,grapes
36.97,129.62,203.84,35.97,80.56,5.67,61.65,grapes
17.54,143.9,198.57,28.93,80.59,6.42,73.8,grapes
37.39,135.11,196.78,26.04,83.0,6.18,62.25,grapes
31.68,127.54,203.18,19.85,80.52,6.42,69.93,grapes
38.32,140.27,202.11,10.6,80.01,6.43,62.23,grapes
31.4,128.01,198.91,32.53,83.93,5.98,61.01,grapes
29.45,143.99,197.78,11.08,84.97,5.68,65.78,grapes
22.98,130.6,201.93,22.07,83.97,5.83,72.03,grapes
31.35,126.15,199.19,24.9,82.67,6.03,72.32,grapes
24.62,134.52,199.22,27.65,83.47,6.25,70.55,grapes
20.88,120.07,204.94,8.58,82.79,6.46,73.81,grapes
16.49,128.73,203.49,37.47,84.1,5.79,62.16,grapes
36.33,144.3,204.13,16.24,84.14,5.56,62.07,grapes
39.05,137.6,198.77,8.9,84.82,5.87,70.52,grapes
31.57,121.84,203.37,37.6,80.15,5.87,61.18,grapes
16.93,134.23,203.14,13.09,80.91,6.24,71.22,grapes
32.46,127.49,199.12,19.47,83.91,6.2,64.3,grapes
18.9,142.03,195.32,33.54,82.52,5.51,72.49,grapes
32.0,141.9,200.54,36.2,84.6,6.0,70.64,grapes
